id,name,type,typecode,pname,cityname,adname,address,location,longitude,latitude,citycode,adcode,business_area,tel,query_polygon
BV10039893,陕西南路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,徐汇区,10号线;12号线;1号线,"121.458744,31.215150",121.458744,31.215150,021,310104,[],021-63189188-611100,"121.400000,31.100000|121.550000,31.250000"
BV10024943,龙华(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,徐汇区,11号线;12号线,"121.452958,31.172672",121.452958,31.172672,021,310104,[],"021-63189188-512500,021-63189188-522300","121.400000,31.100000|121.550000,31.250000"
BV10039859,龙华中路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,徐汇区,12号线;7号线,"121.457064,31.184379",121.457064,31.184379,021,310104,[],021-63189188-672300,"121.400000,31.100000|121.550000,31.250000"
BV11471650,龙启路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,徐汇区,(在建)23号线,"121.449263,31.158626",121.449263,31.158626,021,310104,[],[],"121.400000,31.100000|121.550000,31.250000"
BV11471656,龙吴路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,徐汇区,(在建)23号线,"121.452936,31.136172",121.452936,31.136172,021,310104,[],[],"121.400000,31.100000|121.550000,31.250000"
BV10039938,龙漕路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,徐汇区,(在建)23号线;12号线;3号线,"121.444383,31.169458",121.444383,31.169458,021,310104,[],021-63189188-522400,"121.400000,31.100000|121.550000,31.250000"
BV10039807,龙耀路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,徐汇区,11号线,"121.459702,31.159720",121.459702,31.159720,021,310104,[],"021-64370000,021-53554630-512700","121.400000,31.100000|121.550000,31.250000"
BV10024610,上海西站(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,(在建)20号线一期西段;11号线;15号线,"121.401407,31.262976",121.401407,31.262976,021,310107,[],021-53554630-511200,"121.400000,31.250000|121.550000,31.400000"
BV10039947,中宁路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,14号线,"121.414536,31.245049",121.414536,31.245049,021,310107,[],021-63189188-541010,"121.400000,31.100000|121.550000,31.250000"
BV10039991,中潭路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,3号线;4号线,"121.441001,31.254568",121.441001,31.254568,021,310107,[],021-26031000-631120,"121.400000,31.250000|121.550000,31.400000"
BV09356941,交通路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,(在建)20号线一期西段,"121.383813,31.267567",121.383813,31.267567,021,310107,[],[],"121.250000,31.250000|121.400000,31.400000"
BV10820983,古浪路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,15号线,"121.392217,31.284509",121.392217,31.284509,021,310107,[],021-63189188-552500,"121.250000,31.250000|121.400000,31.400000"
BV10039808,大渡河路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,13号线;15号线,"121.394431,31.231752",121.394431,31.231752,021,310107,[],"021-63189188-531100,021-63189188-552000","121.250000,31.100000|121.400000,31.250000"
BV10039865,岚皋路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,7号线,"121.421939,31.256198",121.421939,31.256198,021,310107,[],021-63189188-671501,"121.400000,31.250000|121.550000,31.400000"
BV11653227,平利路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,(在建)20号线一期西段,"121.430788,31.269463",121.430788,31.269463,021,310107,[],[],"121.400000,31.250000|121.550000,31.400000"
BV10039866,新村路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,(在建)20号线一期西段;7号线,"121.422668,31.263855",121.422668,31.263855,021,310107,[],021-63189188-671401,"121.400000,31.250000|121.550000,31.400000"
BV10039804,曹杨路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,11号线;14号线;3号线;4号线,"121.417701,31.239302",121.417701,31.239302,021,310107,[],"021-53554630-511500,021-63189188-541110","121.400000,31.100000|121.550000,31.250000"
BV10039801,李子园(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,11号线,"121.389969,31.269020",121.389969,31.269020,021,310107,[],021-53554630-511100,"121.250000,31.250000|121.400000,31.400000"
BV10039803,枫桥路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,11号线,"121.411402,31.241850",121.411402,31.241850,021,310107,[],021-53554630-511400,"121.400000,31.100000|121.550000,31.250000"
BV10025258,桃浦新村(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,11号线,"121.349623,31.281603",121.349623,31.281603,021,310107,[],021-53554630-510800,"121.250000,31.250000|121.400000,31.400000"
BV10820987,梅岭北路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,15号线,"121.396997,31.243301",121.396997,31.243301,021,310107,[],021-63189188-552100,"121.250000,31.100000|121.400000,31.250000"
BV10820971,武威东路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,15号线,"121.392094,31.275647",121.392094,31.275647,021,310107,[],021-63189188-552400,"121.250000,31.250000|121.400000,31.400000"
BV10039800,武威路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,11号线,"121.364678,31.276646",121.364678,31.276646,021,310107,[],021-53554630-510900,"121.250000,31.250000|121.400000,31.400000"
BV10039778,武宁路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,13号线;14号线,"121.430504,31.234346",121.430504,31.234346,021,310107,[],021-63189188-541210,"121.400000,31.100000|121.550000,31.250000"
BV10039780,江宁路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,13号线,"121.444830,31.244282",121.444830,31.244282,021,310107,[],021-63189188-531600,"121.400000,31.100000|121.550000,31.250000"
BV10030032,真光路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,14号线,"121.384162,31.253278",121.384162,31.253278,021,310107,[],021-63189188-540710,"121.250000,31.250000|121.400000,31.400000"
BV10039809,真北路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,13号线,"121.381948,31.232235",121.381948,31.232235,021,310107,[],[],"121.250000,31.100000|121.400000,31.250000"
BV09356943,真华路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,(在建)20号线一期西段,"121.412752,31.261481",121.412752,31.261481,021,310107,[],[],"121.400000,31.250000|121.550000,31.400000"
BV10039802,真如(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,11号线;14号线,"121.407219,31.250767",121.407219,31.250767,021,310107,[],021-63189188-540910,"121.400000,31.250000|121.550000,31.400000"
BV10820986,祁安路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,15号线,"121.384813,31.291558",121.384813,31.291558,021,310107,[],021-63189188-552600,"121.250000,31.250000|121.400000,31.400000"
BV10039810,祁连山南路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,13号线,"121.367275,31.237625",121.367275,31.237625,021,310107,[],021-63189188-530900,"121.250000,31.100000|121.400000,31.250000"
BV10030224,祁连山路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,11号线,"121.376035,31.271650",121.376035,31.271650,021,310107,[],021-53554630-511000,"121.250000,31.250000|121.400000,31.400000"
BV10039776,金沙江路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,13号线;3号线;4号线,"121.413201,31.232147",121.413201,31.232147,021,310107,[],"021-63189188-531200,021-63189188","121.400000,31.100000|121.550000,31.250000"
BV10039946,铜川路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,14号线;15号线,"121.397036,31.250733",121.397036,31.250733,021,310107,[],021-63189188-552200,"121.250000,31.250000|121.400000,31.400000"
BV10039864,镇坪路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,3号线;4号线;7号线,"121.429779,31.246369",121.429779,31.246369,021,310107,[],"021-63189188-671600,021-64370000","121.400000,31.100000|121.550000,31.250000"
BV10039779,长寿路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,13号线;7号线,"121.438272,31.240860",121.438272,31.240860,021,310107,[],021-63189188-671700,"121.400000,31.100000|121.550000,31.250000"
BV10820974,长风公园(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,15号线,"121.396320,31.225254",121.396320,31.225254,021,310107,[],021-63189188-551900,"121.250000,31.100000|121.400000,31.250000"
BV10039777,隆德路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,普陀区,11号线;13号线,"121.423576,31.230509",121.423576,31.230509,021,310107,[],021-63189188-531300,"121.400000,31.100000|121.550000,31.250000"
BV10039977,三门路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,(在建)20号线一期东段;10号线,"121.508340,31.313214",121.508340,31.313214,021,310110,[],021-63189188-502600,"121.400000,31.250000|121.550000,31.400000"
BV09356947,上海体育大学(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,(在建)20号线一期东段,"121.523118,31.314724",121.523118,31.314724,021,310110,[],[],"121.400000,31.250000|121.550000,31.400000"
BV11639102,上海财经大学(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,(在建)20号线一期东段;18号线,"121.496332,31.307672",121.496332,31.307672,021,310110,[],021-63189188-582418,"121.400000,31.250000|121.550000,31.400000"
BV11639108,丹阳路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,18号线,"121.531160,31.253815",121.531160,31.253815,021,310110,[],021-63189188-581718,"121.400000,31.250000|121.550000,31.400000"
BV10030403,五角场(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,10号线,"121.514632,31.298043",121.514632,31.298043,021,310110,[],021-63189188-502400,"121.400000,31.250000|121.550000,31.400000"
BV11653224,共青森林公园(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,(在建)20号线一期东段,"121.546568,31.314591",121.546568,31.314591,021,310110,[],[],"121.400000,31.250000|121.550000,31.400000"
BV10024697,同济大学(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,10号线,"121.506269,31.281904",121.506269,31.281904,021,310110,[],021-63189188-502221,"121.400000,31.250000|121.550000,31.400000"
BV10854613,国帆路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,10号线,"121.513168,31.339548",121.513168,31.339548,021,310110,[],021-63189188-503200,"121.400000,31.250000|121.550000,31.400000"
BV10025272,国权路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,10号线;18号线,"121.510024,31.289276",121.510024,31.289276,021,310110,[],"021-63189188-502300,021-63189188-582218","121.400000,31.250000|121.550000,31.400000"
BV10025457,复兴岛(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,12号线,"121.561315,31.280779",121.561315,31.280779,021,310110,[],021-63189188,"121.550000,31.250000|121.700000,31.400000"
BV11639104,复旦大学(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,18号线,"121.499529,31.296349",121.499529,31.296349,021,310110,[],021-63189188-582318,"121.400000,31.250000|121.550000,31.400000"
BV10025282,嫩江路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,(在建)20号线一期东段;8号线,"121.531954,31.314804",121.531954,31.314804,021,310110,[],021-64370000,"121.400000,31.250000|121.550000,31.400000"
BV10039929,宁国路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,12号线,"121.532352,31.268574",121.532352,31.268574,021,310110,[],021-63189188-521010,"121.400000,31.250000|121.550000,31.400000"
BV10039907,市光路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,8号线,"121.531933,31.322724",121.531933,31.322724,021,310110,[],021-64370000,"121.400000,31.250000|121.550000,31.400000"
BV11639109,平凉路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,18号线,"121.526701,31.259038",121.526701,31.259038,021,310110,[],021-63189188-581818,"121.400000,31.250000|121.550000,31.400000"
BV10039909,延吉中路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,8号线,"121.534941,31.288543",121.534941,31.288543,021,310110,[],021-64370000,"121.400000,31.250000|121.550000,31.400000"
BV11639103,抚顺路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,18号线,"121.515793,31.283664",121.515793,31.283664,021,310110,[],021-63189188-582118,"121.400000,31.250000|121.550000,31.400000"
BV10039979,新江湾城(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,10号线,"121.506951,31.328496",121.506951,31.328496,021,310110,[],[],"121.400000,31.250000|121.550000,31.400000"
BV10039978,殷高东路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,10号线,"121.506797,31.321768",121.506797,31.321768,021,310110,[],021-63189188-502700,"121.400000,31.250000|121.550000,31.400000"
BV10039930,江浦公园(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,12号线;18号线,"121.523697,31.264570",121.523697,31.264570,021,310110,[],"021-63189188-521100,021-63189188-581918","121.400000,31.250000|121.550000,31.400000"
BV10039911,江浦路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,18号线;8号线,"121.518379,31.274946",121.518379,31.274946,021,310110,[],021-63189188-582018,"121.400000,31.250000|121.550000,31.400000"
BV10039976,江湾体育场(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,10号线,"121.513314,31.304293",121.513314,31.304293,021,310110,[],021-63189188-502500,"121.400000,31.250000|121.550000,31.400000"
BV10039927,爱国路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,12号线,"121.552655,31.279788",121.552655,31.279788,021,310110,[],021-63189188-520800,"121.550000,31.250000|121.700000,31.400000"
BV10030219,翔殷路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,8号线,"121.531974,31.305002",121.531974,31.305002,021,310110,[],021-64370000,"121.400000,31.250000|121.550000,31.400000"
BV10039928,隆昌路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,12号线,"121.544692,31.275213",121.544692,31.275213,021,310110,[],021-63189188-520910,"121.400000,31.250000|121.550000,31.400000"
BV10033521,鞍山新村(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,8号线,"121.509685,31.273242",121.509685,31.273242,021,310110,[],021-64370000,"121.400000,31.250000|121.550000,31.400000"
BV10039908,黄兴公园(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,8号线,"121.533383,31.295389",121.533383,31.295389,021,310110,[],021-64370000,"121.400000,31.250000|121.550000,31.400000"
BV10039910,黄兴路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,杨浦区,8号线,"121.528401,31.278814",121.528401,31.278814,021,310110,[],021-64370000,"121.400000,31.250000|121.550000,31.400000"
BV09334322,上海松江站(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,松江区,9号线,"121.230884,30.984818",121.230884,30.984818,021,310117,[],021-64370000,"121.100000,30.950000|121.250000,31.100000"
BV10039875,九亭(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,松江区,9号线,"121.319423,31.137252",121.319423,31.137252,021,310117,[],[],"121.250000,31.100000|121.400000,31.250000"
BV10035054,佘山(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,松江区,9号线,"121.229686,31.104097",121.229686,31.104097,021,310117,[],[],"121.100000,31.100000|121.250000,31.250000"
BV09064134,刘五公路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,松江区,(在建)12号线西延线,"121.248864,31.090267",121.248864,31.090267,021,310117,[],[],"121.100000,30.950000|121.250000,31.100000"
BV09357271,千帆路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,松江区,(在建)12号线西延线,"121.324492,31.092256",121.324492,31.092256,021,310117,[],[],"121.250000,30.950000|121.400000,31.100000"
BV09357272,同乐路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,松江区,(在建)12号线西延线,"121.268997,31.092698",121.268997,31.092698,021,310117,[],[],"121.250000,30.950000|121.400000,31.100000"
BV09064131,场东路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,松江区,(在建)12号线西延线,"121.357706,31.099759",121.357706,31.099759,021,310117,[],[],"121.250000,30.950000|121.400000,31.100000"
BV09064130,场西路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,松江区,(在建)12号线西延线,"121.339855,31.093292",121.339855,31.093292,021,310117,[],[],"121.250000,30.950000|121.400000,31.100000"
BV10039873,松江体育中心(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,松江区,9号线,"121.230546,31.016006",121.230546,31.016006,021,310117,[],021-64370000,"121.100000,30.950000|121.250000,31.100000"
BV10027922,松江大学城(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,松江区,9号线,"121.232577,31.053984",121.232577,31.053984,021,310117,[],[],"121.100000,30.950000|121.250000,31.100000"
BV10039874,松江新城(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,松江区,9号线,"121.230739,31.030295",121.230739,31.030295,021,310117,[],[],"121.100000,30.950000|121.250000,31.100000"
BV10032803,泗泾(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,松江区,9号线,"121.260247,31.118272",121.260247,31.118272,021,310117,[],[],"121.250000,31.100000|121.400000,31.250000"
BV10027857,洞泾(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,松江区,(在建)12号线西延线;9号线,"121.230473,31.084492",121.230473,31.084492,021,310117,[],[],"121.100000,30.950000|121.250000,31.100000"
BV10037928,醉白池(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,松江区,9号线,"121.229361,31.001125",121.229361,31.001125,021,310117,[],[],"121.100000,30.950000|121.250000,31.100000"
BV10028225,三林(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,11号线,"121.511796,31.143224",121.511796,31.143224,021,310115,[],021-53554630-512900,"121.400000,31.100000|121.550000,31.250000"
BV10039963,三林东(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,11号线,"121.522999,31.146459",121.522999,31.146459,021,310115,[],021-53554630-513000,"121.400000,31.100000|121.550000,31.250000"
BV11494196,三林南(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,(在建)19号线;市域机场线,"121.486854,31.126039",121.486854,31.126039,021,310115,[],021-64370000,"121.400000,31.100000|121.550000,31.250000"
BV10039828,上南路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,6号线,"121.506447,31.148820",121.506447,31.148820,021,310115,[],021-64370000,"121.400000,31.100000|121.550000,31.250000"
BV09237111,上海东站(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,(在建)21号线东延伸段,"121.784153,31.120084",121.784153,31.120084,021,310115,[],[],"121.700000,31.100000|121.850000,31.250000"
BV11494195,上海东站(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,(在建)南汇支线;(在建)市域机场线后通段,"121.782830,31.111293",121.782830,31.111293,021,310115,[],[],"121.700000,31.100000|121.850000,31.250000"
BV10039832,上海儿童医学中心(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,6号线,"121.523482,31.203277",121.523482,31.203277,021,310115,[],021-64370000,"121.400000,31.100000|121.550000,31.250000"
BV09301413,上海国际旅游度假区(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,市域机场线,"121.679730,31.156182",121.679730,31.156182,021,310115,[],021-64370000,"121.550000,31.100000|121.700000,31.250000"
BV10031164,上海科技馆(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,2号线,"121.544439,31.218820",121.544439,31.218820,021,310115,[],021-64370000,"121.400000,31.100000|121.550000,31.250000"
BV10039788,下南路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,13号线,"121.540189,31.179295",121.540189,31.179295,021,310115,[],021-63189188-532900,"121.400000,31.100000|121.550000,31.250000"
BV10718377,下沙(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,18号线,"121.588988,31.054396",121.588988,31.054396,021,310115,[],021-63189188-580218,"121.550000,30.950000|121.700000,31.100000"
BV10029559,世博大道(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,(在建)19号线;13号线,"121.484313,31.182789",121.484313,31.182789,021,310115,[],021-63189188-532400,"121.400000,31.100000|121.550000,31.250000"
BV10032793,世纪公园(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,2号线,"121.550909,31.209421",121.550909,31.209421,021,310115,[],021-64370000,"121.550000,31.100000|121.700000,31.250000"
BV10039835,世纪大道(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,2号线;4号线;6号线;9号线,"121.527213,31.228682",121.527213,31.228682,021,310115,[],021-64370000,"121.400000,31.100000|121.550000,31.250000"
BV10032522,东方体育中心(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,(在建)19号线;11号线;6号线;8号线,"121.480304,31.153366",121.480304,31.153366,021,310115,[],021-64370000,"121.400000,31.100000|121.550000,31.250000"
BV10039787,东明路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,13号线;6号线,"121.510868,31.172646",121.510868,31.172646,021,310115,[],"021-63189188-532700,021-63189188","121.400000,31.100000|121.550000,31.250000"
BV10039926,东陆路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,12号线,"121.579124,31.282533",121.579124,31.282533,021,310115,[],021-63189188-520600,"121.550000,31.250000|121.700000,31.400000"
BV10039844,东靖路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,(在建)21号线;6号线,"121.588736,31.290684",121.588736,31.290684,021,310115,[],021-63189188-660700,"121.550000,31.250000|121.700000,31.400000"
BV10039917,中华艺术宫(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,8号线,"121.493626,31.185242",121.493626,31.185242,021,310115,[],021-63189188-682000,"121.400000,31.100000|121.550000,31.250000"
BV09356944,中华艺术宫南(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,(在建)19号线,"121.493972,31.182418",121.493972,31.182418,021,310115,[],[],"121.400000,31.100000|121.550000,31.250000"
BV10039792,中科路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,13号线,"121.602465,31.178862",121.602465,31.178862,021,310115,[],021-63189188-533400,"121.550000,31.100000|121.700000,31.250000"
BV10039831,临沂新村(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,6号线,"121.516695,31.193202",121.516695,31.193202,021,310115,[],021-64370000,"121.400000,31.100000|121.550000,31.250000"
BV10039813,临港大道(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,16号线,"121.910851,30.923519",121.910851,30.923519,021,310115,[],021-63189188,"121.850000,30.800000|122.000000,30.950000"
BV09079015,丹桂路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,(在建)13号线东延伸,"121.632282,31.222713",121.632282,31.222713,021,310115,[],[],"121.550000,31.100000|121.700000,31.250000"
BV10027135,书院(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,16号线,"121.850520,30.959264",121.850520,30.959264,021,310115,[],021-63189188,"121.850000,30.950000|122.000000,31.100000"
BV10039856,云台路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,7号线,"121.500439,31.182212",121.500439,31.182212,021,310115,[],021-63189188-672700,"121.400000,31.100000|121.550000,31.250000"
BV10039840,云山路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,14号线;6号线,"121.571153,31.250969",121.571153,31.250969,021,310115,[],021-63189188,"121.550000,31.250000|121.700000,31.400000"
BV11649014,云桥路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,(在建)21号线,"121.615192,31.248948",121.615192,31.248948,021,310115,[],[],"121.550000,31.100000|121.700000,31.250000"
BV10039956,云顺路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,14号线,"121.600336,31.237064",121.600336,31.237064,021,310115,[],021-63189188-542810,"121.550000,31.100000|121.700000,31.250000"
BV10039845,五洲大道(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,6号线,"121.589212,31.302569",121.589212,31.302569,021,310115,[],021-63189188-660600,"121.550000,31.250000|121.700000,31.400000"
BV10039842,五莲路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,6号线,"121.587866,31.272025",121.587866,31.272025,021,310115,[],021-64370000,"121.550000,31.250000|121.700000,31.400000"
BV09356651,佳林路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,(在建)21号线,"121.604504,31.271575",121.604504,31.271575,021,310115,[],[],"121.550000,31.250000|121.700000,31.400000"
BV10032909,凌兆新村(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,(在建)19号线;8号线,"121.489663,31.141301",121.489663,31.141301,021,310115,[],021-64370000,"121.400000,31.100000|121.550000,31.250000"
BV11494927,凌空北路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,(在建)22号线一期,"121.672570,31.293605",121.672570,31.293605,021,310115,[],[],"121.550000,31.250000|121.700000,31.400000"
BV11277591,凌空路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,2号线,"121.724095,31.192861",121.724095,31.192861,021,310115,[],021-63189188-623510,"121.700000,31.100000|121.850000,31.250000"
BV11277592,创新中路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,2号线,"121.673713,31.213871",121.673713,31.213871,021,310115,[],021-63189188-622910,"121.550000,31.100000|121.700000,31.250000"
BV11639110,北中路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,18号线,"121.561355,31.182762",121.561355,31.182762,021,310115,[],021-63189188-581018,"121.550000,31.100000|121.700000,31.250000"
BV09377606,北新园路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,(在建)20号线一期东段,"121.629327,31.319765",121.629327,31.319765,021,310115,[],[],"121.550000,31.250000|121.700000,31.400000"
BV10039838,北洋泾路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,6号线,"121.552314,31.239145",121.552314,31.239145,021,310115,[],021-38824830-661400,"121.550000,31.100000|121.700000,31.250000"
BV10029748,北蔡(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,13号线,"121.552017,31.180131",121.552017,31.180131,021,310115,[],021-63189188-533000,"121.550000,31.100000|121.700000,31.250000"
BV09024024,华丰路(地铁站),交通设施服务;地铁站;地铁站,150500,上海市,上海市,浦东新区,(在建)19号线,"121.506759,31.192516",121.506759,31.192516,021,310115,[],[],"121.400000,31.100000|121.550000,31.250000"
